Gene stable ID,Chromosome/scaffold name,Gene name
ENSG00000100239,22,PPP6R2
ENSG00000116786,1,PLEKHM2
ENSG00000144674,3,GOLGA4
ENSG00000121361,12,KCNJ8
ENSG00000182504,3,CEP97
ENSG00000072315,X,TRPC5
ENSG00000239389,5,PCDHA13
ENSG00000066813,16,ACSM2B
ENSG00000177301,1,KCNA2
ENSG00000185201,11,IFITM2
ENSG00000175606,8,TMEM70
ENSG00000177272,1,KCNA3
ENSG00000185885,11,IFITM1
ENSG00000142089,11,IFITM3
ENSG00000143119,1,CD53
ENSG00000224200,HSCHR6_MHC_DBB,FKBPL
ENSG00000205147,19,AC016586.1
ENSG00000108557,17,RAI1
ENSG00000144224,2,UBXN4
ENSG00000170471,20,RALGAPB
ENSG00000178951,19,ZBTB7A
ENSG00000165923,11,AGBL2
ENSG00000182272,11,B4GALNT4
ENSG00000196189,1,SEMA4A
ENSG00000225141,HSCHR6_MHC_DBB,PRRT1
ENSG00000071909,2,MYO3B
ENSG00000196449,1,YRDC
ENSG00000121931,1,LRIF1
ENSG00000177946,16,CENPBD1
ENSG00000069431,12,ABCC9
ENSG00000144815,3,NXPE3
ENSG00000197982,1,C1orf122
ENSG00000083896,4,YTHDC1
ENSG00000126934,19,MAP2K2
ENSG00000153310,8,FAM49B
ENSG00000003249,16,DBNDD1
ENSG00000243232,5,PCDHAC2
ENSG00000073803,3,MAP3K13
ENSG00000106948,9,AKNA
ENSG00000188786,1,MTF1
ENSG00000128606,7,LRRC17
ENSG00000197696,15,NMB
ENSG00000225697,3,SLC26A6
ENSG00000163870,3,TPRA1
ENSG00000184363,11,PKP3
ENSG00000156171,1,DRAM2
ENSG00000261272,6,MUC22
ENSG00000100241,22,SBF1
ENSG00000182508,X,LHFPL1
ENSG00000242265,7,PEG10
ENSG00000073921,11,PICALM
ENSG00000145358,4,DDIT4L
ENSG00000140612,15,SEC11A
ENSG00000185561,17,TLCD2
ENSG00000204540,6,PSORS1C1
ENSG00000154589,8,LY96
ENSG00000005187,16,ACSM3
ENSG00000228116,HSCHR6_MHC_DBB,PPT2
ENSG00000131042,19,LILRB2
ENSG00000170632,7,ARMC10
ENSG00000183828,14,NUDT14
ENSG00000138075,2,ABCG5
ENSG00000182035,20,ADIG
ENSG00000164035,4,EMCN
ENSG00000197226,5,TBC1D9B
ENSG00000106052,7,TAX1BP1
ENSG00000204084,1,INPP5B
ENSG00000164181,5,ELOVL7
ENSG00000268069,12,AC004466.1
ENSG00000171815,5,PCDHB1
ENSG00000164309,5,CMYA5
ENSG00000141013,16,GAS8
ENSG00000112852,5,PCDHB2
ENSG00000126016,X,AMOT
ENSG00000134255,1,CEPT1
ENSG00000113205,5,PCDHB3
ENSG00000181885,17,CLDN7
ENSG00000198039,7,ZNF273
ENSG00000160785,1,SLC25A44
ENSG00000081818,5,PCDHB4
ENSG00000162461,1,SLC25A34
ENSG00000101442,20,ACTR5
ENSG00000060566,19,CREB3L3
ENSG00000113209,5,PCDHB5
ENSG00000139354,12,GAS2L3
ENSG00000158528,7,PPP1R9A
ENSG00000115850,2,LCT
ENSG00000228628,HSCHR6_MHC_MCF,ATF6B
ENSG00000109920,11,FNBP4
ENSG00000136888,9,ATP6V1G1
ENSG00000183837,X,PNMA3
ENSG00000104369,8,JPH1
ENSG00000204539,6,CDSN
ENSG00000166716,15,ZNF592
ENSG00000261516,HG104_HG975_PATCH,ZNF707
ENSG00000111424,12,VDR
ENSG00000259885,HG115_PATCH,SH2B2
ENSG00000125107,16,CNOT1
ENSG00000162458,1,FBLIM1
ENSG00000183431,1,SF3A3
ENSG00000186451,3,SPATA12
ENSG00000261283,HG115_PATCH,PRKRIP1
ENSG00000198590,3,C3orf35
ENSG00000067182,12,TNFRSF1A
ENSG00000223666,HSCHR6_MHC_MCF,FKBPL
ENSG00000101445,20,PPP1R16B
ENSG00000072310,17,SREBF1
ENSG00000162777,1,DENND2D
ENSG00000185187,11,SIGIRR
ENSG00000181634,9,TNFSF15
ENSG00000104381,8,GDAP1
ENSG00000113211,5,PCDHB6
ENSG00000106952,9,TNFSF8
ENSG00000154269,6,ENPP3
ENSG00000177034,5,MTX3
ENSG00000227122,HSCHR6_MHC_MCF,PRRT1
ENSG00000113212,5,PCDHB7
ENSG00000049167,5,ERCC8
ENSG00000120322,5,PCDHB8
ENSG00000153814,7,JAZF1
ENSG00000136383,15,ALPK3
ENSG00000196963,5,PCDHB16
ENSG00000147246,X,HTR2C
ENSG00000151572,12,ANO4
ENSG00000267532,17,MIR497HG
ENSG00000120324,5,PCDHB10
ENSG00000144802,3,NFKBIZ
ENSG00000128165,22,ADM2
ENSG00000153317,8,ASAP1
ENSG00000197479,5,PCDHB11
ENSG00000065526,1,SPEN
ENSG00000101447,20,FAM83D
ENSG00000087128,4,TMPRSS11E
ENSG00000149418,11,ST14
ENSG00000260097,HG115_PATCH,SPDYE6
ENSG00000125378,14,BMP4
ENSG00000077463,19,SIRT6
ENSG00000030066,11,NUP160
ENSG00000100253,22,MIOX
ENSG00000144668,3,ITGA9
ENSG00000152926,7,ZNF117
ENSG00000113296,5,THBS4
ENSG00000213462,7,ERV3-1
ENSG00000120328,5,PCDHB12
ENSG00000160783,1,PMF1
ENSG00000224201,X,PNMA6A
ENSG00000187372,5,PCDHB13
ENSG00000167716,17,WDR81
ENSG00000105197,19,TIMM50
ENSG00000181856,17,SLC2A4
ENSG00000120327,5,PCDHB14
ENSG00000146757,7,ZNF92
ENSG00000143921,2,ABCG8
ENSG00000074266,11,EED
ENSG00000113248,5,PCDHB15
ENSG00000156222,15,SLC28A1
ENSG00000137558,8,PI15
ENSG00000006607,2,FARP2
ENSG00000269058,19,CALR3
ENSG00000196323,11,ZBTB44
ENSG00000178913,5,TAF7
ENSG00000163900,3,TMEM41A
ENSG00000260463,HG104_HG975_PATCH,MAPK15
ENSG00000204231,6,RXRB
ENSG00000166743,16,ACSM1
ENSG00000138814,4,PPP3CA
ENSG00000064886,1,CHI3L2
ENSG00000146592,7,CREB5
ENSG00000204956,5,PCDHGA1
ENSG00000183386,1,FHL3
ENSG00000105072,19,C19orf44
ENSG00000100526,14,CDKN3
ENSG00000121005,8,CRISPLD1
ENSG00000126856,16,PRDM7
ENSG00000134291,12,TMEM106C
ENSG00000231618,HSCHR6_MHC_MCF,PPT2
ENSG00000187116,19,LILRA5
ENSG00000242252,1,BGLAP
ENSG00000081853,5,PCDHGA2
ENSG00000066654,16,THUMPD1
ENSG00000254245,5,PCDHGA3
ENSG00000144730,3,IL17RD
ENSG00000041982,9,TNC
ENSG00000134917,11,ADAMTS8
ENSG00000113269,5,RNF130
ENSG00000254221,5,PCDHGB1
ENSG00000116809,1,ZBTB17
ENSG00000170820,2,FSHR
ENSG00000138095,2,LRPPRC
ENSG00000101452,20,DHX35
ENSG00000196715,7,VKORC1L1
ENSG00000085872,19,CHERP
ENSG00000185101,11,ANO9
ENSG00000185668,1,POU3F1
ENSG00000165806,10,CASP7
ENSG00000204536,6,CCHCR1
ENSG00000135220,4,UGT2A3
ENSG00000116954,1,RRAGC
ENSG00000185024,14,BRF1
ENSG00000196678,16,ERI2
ENSG00000161048,7,NAPEPLD
ENSG00000261380,HG104_HG975_PATCH,FAM83H
ENSG00000063587,X,ZNF275
ENSG00000166106,11,ADAMTS15
ENSG00000100258,22,LMF2
ENSG00000169919,7,GUSB
ENSG00000100926,14,TM9SF1
ENSG00000130224,X,LRCH2
ENSG00000189420,X,ZFP92
ENSG00000262576,5,PCDHGA4
ENSG00000175728,11,C11orf44
ENSG00000253910,5,PCDHGB2
ENSG00000197594,6,ENPP1
ENSG00000006047,17,YBX2
ENSG00000119711,14,ALDH6A1
ENSG00000090932,19,DLL3
ENSG00000253485,5,PCDHGA5
ENSG00000262209,5,PCDHGB3
ENSG00000183479,X,TREX2
ENSG00000167613,19,LAIR1
ENSG00000171234,4,UGT2B7
ENSG00000164300,5,SERINC5
ENSG00000163898,3,LIPH
ENSG00000182752,9,PAPPA
ENSG00000103042,16,SLC38A7
ENSG00000170044,3,ZPLD1
ENSG00000005421,7,PON1
ENSG00000173641,1,HSPB7
ENSG00000120451,11,SNX19
ENSG00000144677,3,CTDSPL
ENSG00000164749,8,HNF4G
ENSG00000155897,8,ADCY8
ENSG00000178977,17,LINC00324
ENSG00000089847,19,ANKRD24
ENSG00000146090,5,RASGEF1C
ENSG00000260968,HG104_HG975_PATCH,SCRIB
ENSG00000174915,11,PTDSS2
ENSG00000254531,4,AP001816.1
ENSG00000120057,10,SFRP5
ENSG00000256040,9,PAPPA-AS1
ENSG00000155265,10,GOLGA7B
ENSG00000112473,6,SLC39A7
ENSG00000105246,19,EBI3
ENSG00000185591,12,SP1
ENSG00000167711,17,SERPINF2
ENSG00000073417,15,PDE8A
ENSG00000176401,19,EID2B
ENSG00000111319,12,SCNN1A
ENSG00000127526,19,SLC35E1
ENSG00000253731,5,PCDHGA6
ENSG00000214114,1,MYCBP
ENSG00000173947,1,PIFO
ENSG00000176396,19,EID2
ENSG00000105819,7,PMPCB
ENSG00000149201,11,CCDC81
ENSG00000076003,2,MCM6
ENSG00000253537,5,PCDHGA7
ENSG00000228987,HSCHR6_MHC_DBB,HLA-DRA
ENSG00000160781,1,PAQR6
ENSG00000149177,11,PTPRJ
ENSG00000025770,22,NCAPH2
ENSG00000111726,12,CMAS
ENSG00000131233,1,GJA9
ENSG00000197727,16,AL022341.1
ENSG00000253953,5,PCDHGB4
ENSG00000125166,16,GOT2
ENSG00000148735,10,PLEKHS1
ENSG00000253767,5,PCDHGA8
ENSG00000106066,7,CPVL
ENSG00000085465,1,OVGP1
ENSG00000261934,5,PCDHGA9
ENSG00000158315,1,RHBDL2
ENSG00000106477,7,CEP41
ENSG00000153064,4,BANK1
ENSG00000253305,5,PCDHGB6
ENSG00000204103,20,MAFB
ENSG00000253846,5,PCDHGA10
ENSG00000105852,7,PON3
ENSG00000105085,19,MED26
ENSG00000174574,1,AKIRIN1
ENSG00000236884,HSCHR6_MHC_DBB,HLA-DRB1
ENSG00000198900,20,TOP1
ENSG00000182053,11,TRIM49B
ENSG00000254692,14,TM9SF1
ENSG00000050748,5,MAPK9
ENSG00000186510,1,CLCNKA
ENSG00000254122,5,PCDHGB7
ENSG00000205659,14,LIN52
ENSG00000148219,9,ASTN2
ENSG00000253873,5,PCDHGA11
ENSG00000139908,14,TSSK4
ENSG00000095713,10,CRTAC1
ENSG00000116455,1,WDR77
ENSG00000132507,17,EIF5A
ENSG00000163666,3,HESX1
ENSG00000253159,5,PCDHGA12
ENSG00000091656,8,ZFHX4
ENSG00000240592,HSCHR6_MHC_MCF,EGFL8
ENSG00000198952,1,SMG5
ENSG00000008300,3,CELSR3
ENSG00000182667,11,NTM
ENSG00000073111,3,MCM2
ENSG00000132386,17,SERPINF1
ENSG00000033627,17,ATP6V0A1
ENSG00000236418,HSCHR6_MHC_DBB,HLA-DQA1
ENSG00000039319,5,ZFYVE16
ENSG00000105251,19,SHD
ENSG00000213397,X,HAUS7
ENSG00000023191,11,RNH1
ENSG00000150394,16,CDH8
ENSG00000035862,17,TIMP2
ENSG00000167664,19,TMIGD2
ENSG00000124181,20,PLCG1
ENSG00000151376,11,ME3
ENSG00000136059,3,VILL
ENSG00000111728,12,ST8SIA1
ENSG00000168653,1,NDUFS5
ENSG00000164182,5,NDUFAF2
ENSG00000119401,9,TRIM32
ENSG00000170017,3,ALCAM
ENSG00000086205,11,FOLH1
ENSG00000143110,1,C1orf162
ENSG00000235758,HSCHR6_MHC_MCF,AGPAT1
ENSG00000100528,14,CNIH1
ENSG00000136869,9,TLR4
ENSG00000105255,19,FSD1
ENSG00000135409,12,AMHR2
ENSG00000157500,3,APPL1
ENSG00000184908,1,CLCNKB
ENSG00000260485,HG104_HG975_PATCH,PUF60
ENSG00000078725,9,BRINP1
ENSG00000121933,1,ADORA3
ENSG00000115866,2,DARS
ENSG00000163472,1,TMEM79
ENSG00000132294,8,EFR3A
ENSG00000225452,HSCHR6_MHC_MCF,RNF5
ENSG00000254505,14,CHMP4A
ENSG00000102024,X,PLS3
ENSG00000185519,1,FAM131C
ENSG00000205352,12,PRR13
ENSG00000240184,5,PCDHGC3
ENSG00000214046,19,SMIM7
ENSG00000242419,5,PCDHGC4
ENSG00000150687,11,PRSS23
ENSG00000115694,2,STK25
ENSG00000105204,19,DYRK1B
ENSG00000116473,1,RAP1A
ENSG00000139219,12,COL2A1
ENSG00000065675,10,PRKCQ
ENSG00000126522,7,ASL
ENSG00000188215,16,DCUN1D3
ENSG00000188725,5,SMIM15
ENSG00000142627,1,EPHA2
ENSG00000105854,7,PON2
ENSG00000261713,16,SSTR5-AS1
ENSG00000138821,4,SLC39A8
ENSG00000102897,16,LYRM1
ENSG00000156096,4,UGT2B4
ENSG00000167614,19,TTYH1
ENSG00000174804,11,FZD4
ENSG00000106069,7,CHN2
ENSG00000197045,14,GMFB
ENSG00000119614,14,VSX2
ENSG00000230514,HSCHR6_MHC_MCF,AGER
ENSG00000140937,16,CDH11
ENSG00000064703,1,DDX20
ENSG00000170776,15,AKAP13
ENSG00000079931,6,MOXD1
ENSG00000108679,17,LGALS3BP
ENSG00000106484,7,MEST
ENSG00000132297,8,HHLA1
ENSG00000164751,8,PEX2
ENSG00000166575,11,TMEM135
ENSG00000163904,3,SENP2
ENSG00000198836,3,OPA1
ENSG00000079950,6,STX7
ENSG00000158486,16,DNAH3
ENSG00000213920,14,MDP1
ENSG00000072954,19,TMEM38A
ENSG00000111321,12,LTBR
ENSG00000182492,X,BGN
ENSG00000132522,17,GPS2
ENSG00000130449,5,ZSWIM6
ENSG00000167615,19,LENG8
ENSG00000269783,10,GOLGA7B
ENSG00000171033,8,PKIA
ENSG00000171385,1,KCND3
ENSG00000119688,14,ABCD4
ENSG00000256870,12,SLC5A8
ENSG00000142632,1,ARHGEF19
ENSG00000100532,14,CGRRF1
ENSG00000166024,10,R3HCC1L
ENSG00000112299,6,VNN1
ENSG00000104427,8,ZC2HC1A
ENSG00000130489,22,SCO2
ENSG00000143079,1,CTTNBP2NL
ENSG00000178722,5,C5orf64
ENSG00000173597,4,SULT1B1
ENSG00000187091,3,PLCD1
ENSG00000131459,5,GFPT2
ENSG00000182909,19,LENG9
ENSG00000120800,12,UTP20
ENSG00000105821,7,DNAJC2
ENSG00000167617,19,CDC42EP5
ENSG00000188039,19,NWD1
ENSG00000241258,7,CRCP
ENSG00000178078,19,STAP2
ENSG00000037637,1,FBXO42
ENSG00000134245,1,WNT2B
ENSG00000104432,8,IL7
ENSG00000186532,17,SMYD4
ENSG00000123892,11,RAB38
ENSG00000167618,19,LAIR2
ENSG00000025708,22,TYMP
ENSG00000174306,20,ZHX3
ENSG00000179776,16,CDH5
ENSG00000129559,14,NEDD8
ENSG00000055070,1,SZRD1
ENSG00000068796,5,KIF2A
ENSG00000177989,22,ODF3B
ENSG00000213672,3,NCKIPSD
ENSG00000132793,20,LPIN3
ENSG00000008382,19,MPND
ENSG00000104435,8,STMN2
ENSG00000136861,9,CDK5RAP2
ENSG00000130487,22,KLHDC7B
ENSG00000217442,22,SYCE3
ENSG00000109320,4,NFKB1
ENSG00000114423,3,CBLB
ENSG00000183798,20,EMILIN3
ENSG00000109861,11,CTSC
ENSG00000181785,11,OR5AS1
ENSG00000176720,2,BOK
ENSG00000138131,10,LOXL4
ENSG00000127511,19,SIN3B
ENSG00000197111,12,PCBP2
ENSG00000176946,2,THAP4
ENSG00000141985,19,SH3GL1
ENSG00000239998,19,LILRA2
ENSG00000121966,2,CXCR4
ENSG00000020577,14,SAMD4A
ENSG00000113300,5,CNOT6
ENSG00000124177,20,CHD6
ENSG00000187144,1,SPATA21
ENSG00000184156,8,KCNQ3
ENSG00000166546,16,BEAN1
ENSG00000111731,12,C2CD5
ENSG00000011638,16,TMEM159
ENSG00000139193,12,CD27
ENSG00000114631,3,PODXL2
ENSG00000100938,14,GMPR2
ENSG00000169902,7,TPST1
ENSG00000205560,22,CPT1B
ENSG00000079387,12,SENP1
ENSG00000180772,X,AGTR2
ENSG00000129295,8,LRRC6
ENSG00000183655,15,KLHL25
ENSG00000171302,17,CANT1
ENSG00000157191,1,NECAP2
ENSG00000103310,16,ZP2
ENSG00000139192,12,TAPBPL
ENSG00000106780,9,MEGF9
ENSG00000166748,15,AGBL1
ENSG00000167670,19,CHAF1A
ENSG00000151474,10,FRMD4A
ENSG00000164683,8,HEY1
ENSG00000132383,17,RPA1
ENSG00000175311,16,ANKS4B
ENSG00000243335,7,KCTD7
ENSG00000119402,9,FBXW2
ENSG00000166548,16,TK2
ENSG00000175662,17,TOM1L2
ENSG00000122574,7,WIPF3
ENSG00000239388,3,ASB14
ENSG00000168397,2,ATG4B
ENSG00000168959,11,GRM5
ENSG00000236353,HSCHR6_MHC_MCF,PBX2
ENSG00000005981,7,ASB4
ENSG00000144229,2,THSD7B
ENSG00000103316,16,CRYM
ENSG00000077498,11,TYR
ENSG00000131979,14,GCH1
ENSG00000185924,17,RTN4RL1
ENSG00000095261,9,PSMD5
ENSG00000067842,X,ATP2B3
ENSG00000234243,HSCHR6_MHC_MCF,GPSM3
ENSG00000127533,19,F2RL3
ENSG00000219481,1,NBPF1
ENSG00000119943,10,PYROXD2
ENSG00000163468,1,CCT3
ENSG00000104972,19,LILRB1
ENSG00000167671,19,UBXN6
ENSG00000161055,5,SCGB3A1
ENSG00000265096,17,C1QTNF1-AS1
ENSG00000119403,9,PHF19
ENSG00000114626,3,ABTB1
ENSG00000008226,3,DLEC1
ENSG00000165071,8,TMEM71
ENSG00000223355,HSCHR6_MHC_MCF,NOTCH4
ENSG00000140538,15,NTRK3
ENSG00000127603,1,MACF1
ENSG00000150540,2,HNMT
ENSG00000174844,3,DNAH12
ENSG00000160111,19,CPAMD8
ENSG00000003096,X,KLHL13
ENSG00000068745,3,IP6K2
ENSG00000215041,17,NEURL4
ENSG00000109323,4,MANBA
ENSG00000169246,16,NPIPB3
ENSG00000056558,9,TRAF1
ENSG00000183908,11,LRRC55
ENSG00000184887,14,BTBD6
ENSG00000037280,5,FLT4
ENSG00000134817,11,APLNR
ENSG00000100288,22,CHKB
ENSG00000007341,1,ST7L
ENSG00000173918,17,C1QTNF1
ENSG00000136193,7,SCRN1
ENSG00000149115,11,TNKS1BP1
ENSG00000217555,16,CKLF
ENSG00000106804,9,C5
ENSG00000108963,17,DPH1
ENSG00000139190,12,VAMP1
ENSG00000137310,6,TCF19
ENSG00000106080,7,FKBP14
ENSG00000149136,11,SSRP1
ENSG00000147586,8,MRPS28
ENSG00000161057,7,PSMC2
ENSG00000109991,11,P2RX3
ENSG00000129292,8,PHF20L1
ENSG00000179364,14,PACS2
ENSG00000269449,7,AC002451.1
ENSG00000131351,19,HAUS8
ENSG00000004799,7,PDK4
ENSG00000186652,11,PRG2
ENSG00000106086,7,PLEKHA8
ENSG00000197006,16,METTL9
ENSG00000154710,7,RABGEF1
ENSG00000008735,22,MAPK8IP2
ENSG00000183715,11,OPCML
ENSG00000112303,6,VNN2
ENSG00000196090,20,PTPRT
ENSG00000107521,10,HPS1
ENSG00000158623,7,COPG2
ENSG00000086991,11,NOX4
ENSG00000163467,1,TSACC
ENSG00000116489,1,CAPZA1
ENSG00000166118,11,SPATA19
ENSG00000213265,7,TSGA13
ENSG00000092330,14,TINF2
ENSG00000230726,HSCHR6_MHC_MCF,HLA-DRA
ENSG00000134802,11,SLC43A3
ENSG00000198554,14,WDHD1
ENSG00000158560,7,DYNC1I1
ENSG00000259494,15,MRPL46
ENSG00000167676,19,PLIN4
ENSG00000089505,16,CMTM1
ENSG00000080854,11,IGSF9B
ENSG00000140749,16,IGSF6
ENSG00000119397,9,CNTRL
ENSG00000181991,15,MRPS11
ENSG00000131446,5,MGAT1
ENSG00000214456,19,PLIN5
ENSG00000086189,5,DIMT1
ENSG00000114439,3,BBX
ENSG00000228284,HSCHR6_MHC_MCF,HLA-DQA1
ENSG00000104974,19,LILRA1
ENSG00000133980,14,VRTN
ENSG00000076554,8,TPD52
ENSG00000111639,12,MRPL51
ENSG00000124193,20,SRSF6
ENSG00000166086,11,JAM3
ENSG00000183379,14,SYNDIG1L
ENSG00000168393,2,DTYMK
ENSG00000106609,7,TMEM248
ENSG00000119655,14,NPC2
ENSG00000155363,1,MOV10
ENSG00000146409,6,SLC18B1
ENSG00000204531,6,POU5F1
ENSG00000155719,16,OTOA
ENSG00000058453,1,CROCC
ENSG00000179915,2,NRXN1
ENSG00000132677,1,RHBG
ENSG00000186818,19,LILRB4
ENSG00000174840,3,PDE12
ENSG00000074416,3,MGLL
ENSG00000119396,9,RAB14
ENSG00000100299,22,ARSA
ENSG00000185513,20,L3MBTL1
ENSG00000196670,5,ZFP62
ENSG00000168374,3,ARF4
ENSG00000144228,2,SPOPL
ENSG00000060971,3,ACAA1
ENSG00000112306,6,RPS12
ENSG00000099331,19,MYO9B
ENSG00000171236,19,LRG1
ENSG00000186907,11,RTN4RL2
ENSG00000117122,1,MFAP2
ENSG00000151503,11,NCAPD3
ENSG00000010292,12,NCAPD2
ENSG00000139163,12,ETNK1
ENSG00000167280,17,ENGASE
ENSG00000109332,4,UBE2D3
ENSG00000128585,7,MKLN1
ENSG00000262664,17,OVCA2
ENSG00000168395,2,ING5
ENSG00000231286,HSCHR6_MHC_MCF,HLA-DQB1
ENSG00000149150,11,SLC43A1
ENSG00000167680,19,SEMA6B
ENSG00000140543,15,DET1
ENSG00000177374,17,HIC1
ENSG00000144227,2,NXPH2
ENSG00000181026,15,AEN
ENSG00000140932,16,CMTM2
ENSG00000174839,3,DENND6A
ENSG00000185361,19,TNFAIP8L1
ENSG00000126524,7,SBDS
ENSG00000131725,X,WDR44
ENSG00000183682,1,BMP8A
ENSG00000172183,15,ISG20
ENSG00000139625,12,MAP3K12
ENSG00000251322,22,SHANK3
ENSG00000165898,14,ISCA2
ENSG00000180354,7,MTURN
ENSG00000159363,1,ATP13A2
ENSG00000206301,HSCHR6_MHC_MCF,HLA-DQA2
ENSG00000114302,3,PRKAR2A
ENSG00000180233,7,ZNRF2
ENSG00000170615,7,SLC26A5
ENSG00000100312,22,ACR
ENSG00000140931,16,CMTM3
ENSG00000187715,3,KBTBD12
ENSG00000168702,2,LRP1B
ENSG00000167633,19,KIR3DL1
ENSG00000226174,14,TEX22
ENSG00000228254,HSCHR6_MHC_MCF,HLA-DQB2
ENSG00000155366,1,RHOC
ENSG00000092295,14,TGM1
ENSG00000198874,7,TYW1
ENSG00000112319,6,EYA4
ENSG00000070366,17,SMG6
ENSG00000125462,1,C1orf61
ENSG00000183723,16,CMTM4
ENSG00000058262,3,SEC61A1
ENSG00000134809,11,TIMM10
ENSG00000090621,1,PABPC4
ENSG00000157766,15,ACAN
ENSG00000180008,14,SOCS4
ENSG00000142002,19,DPP9
ENSG00000156587,11,UBE2L6
ENSG00000106100,7,NOD1
ENSG00000053501,19,USE1
ENSG00000168175,14,MAPK1IP1L
ENSG00000148180,9,GSN
ENSG00000131981,14,LGALS3
ENSG00000079974,22,RABL2B
ENSG00000171201,4,SMR3B
ENSG00000006625,7,GGCT
ENSG00000086200,5,IPO11
ENSG00000113303,5,BTNL8
ENSG00000151502,11,VPS26B
ENSG00000149131,11,SERPING1
ENSG00000042832,8,TG
ENSG00000155367,1,PPM1J
ENSG00000135720,16,DYNC1LI2
ENSG00000182979,14,MTA1
ENSG00000077616,11,NAALAD2
ENSG00000178537,3,SLC25A20
ENSG00000134532,12,SOX5
ENSG00000101049,20,SGK2
ENSG00000241910,HSCHR6_MHC_MCF,HLA-DOB
ENSG00000151500,11,THYN1
ENSG00000206344,6,HCG27
ENSG00000117118,1,SDHB
ENSG00000148175,9,STOM
ENSG00000147251,X,DOCK11
ENSG00000180902,2,D2HGDH
ENSG00000185864,16,NPIPB4
ENSG00000237599,HSCHR6_MHC_MCF,TAP2
ENSG00000158321,7,AUTS2
ENSG00000163909,1,HEYL
ENSG00000204525,6,HLA-C
ENSG00000171953,17,ATPAF2
ENSG00000100949,14,RABGGTA
ENSG00000117115,1,PADI2
ENSG00000155380,1,SLC16A1
ENSG00000140511,15,HAPLN3
ENSG00000230413,HSCHR6_MHC_COX,HLA-G
ENSG00000168903,5,BTNL3
ENSG00000154252,2,GAL3ST2
ENSG00000189013,19,KIR2DL4
ENSG00000226201,HSCHR6_MHC_MCF,PSMB8
ENSG00000152556,12,PFKM
ENSG00000099330,19,OCEL1
ENSG00000136848,9,DAB2IP
ENSG00000151498,11,ACAD8
ENSG00000128567,7,PODXL
ENSG00000126787,14,DLGAP5
ENSG00000140740,16,UQCRC2
ENSG00000198799,1,LRIG2
ENSG00000171195,4,MUC7
ENSG00000240508,HSCHR6_MHC_MCF,PSMB9
ENSG00000110172,11,CHORDC1
ENSG00000140545,15,MFGE8
ENSG00000166793,11,YPEL4
ENSG00000204099,2,NEU4
ENSG00000167281,17,RBFOX3
ENSG00000004864,7,SLC25A13
ENSG00000106105,7,GARS
ENSG00000271672,22,DUXAP8
ENSG00000116981,1,NT5C1A
ENSG00000130822,X,PNCK
ENSG00000175764,9,TTLL11
ENSG00000155714,16,PDZD9
ENSG00000172409,11,CLP1
ENSG00000116604,1,MEF2D
ENSG00000116983,1,HPCAL4
ENSG00000205189,8,ZBTB10
ENSG00000141965,19,FEM1A
ENSG00000119421,9,NDUFA8
ENSG00000127666,19,TICAM1
ENSG00000230705,HSCHR6_MHC_MCF,TAP1
ENSG00000101052,20,IFT52
ENSG00000142623,1,PADI1
ENSG00000156599,11,ZDHHC5
ENSG00000185681,9,MORN5
ENSG00000165810,5,BTNL9
ENSG00000072818,17,ACAP1
ENSG00000172987,10,HPSE2
ENSG00000139546,12,TARBP2
ENSG00000106113,7,CRHR2
ENSG00000142619,1,PADI3
ENSG00000105355,19,PLIN3
ENSG00000118526,6,TCF21
ENSG00000084072,1,PPIE
ENSG00000243772,19,KIR2DL3
ENSG00000178522,4,AMBN
ENSG00000183648,14,NDUFB1
ENSG00000159339,1,PADI4
ENSG00000119681,14,LTBP2
ENSG00000140526,15,ABHD2
ENSG00000145354,4,CISD2
ENSG00000213859,17,KCTD11
ENSG00000156603,11,MED19
ENSG00000111640,12,GAPDH
ENSG00000173894,17,CBX2
ENSG00000106852,9,LHX6
ENSG00000172936,3,MYD88
ENSG00000146054,5,TRIM7
ENSG00000164684,8,ZNF704
ENSG00000166105,11,GLB1L3
ENSG00000081026,1,MAGI3
ENSG00000101057,20,MYBL2
ENSG00000196776,3,CD47
ENSG00000242386,HSCHR6_MHC_MCF,HLA-DMB
ENSG00000213593,11,TMX2
ENSG00000076641,8,PAG1
ENSG00000175792,3,RUVBL1
ENSG00000119446,9,RBM18
ENSG00000160113,19,NR2F6
ENSG00000116985,1,BMP8B
ENSG00000241644,7,INMT
ENSG00000115919,2,KYNU
ENSG00000164687,8,FABP5
ENSG00000175267,16,VWA3A
ENSG00000028839,6,TBPL1
ENSG00000165934,14,CPSF2
ENSG00000198754,1,OXCT2
ENSG00000155926,8,SLA
ENSG00000132464,4,ENAM
ENSG00000125498,19,KIR2DL1
ENSG00000141034,17,GID4
ENSG00000183856,1,IQGAP3
ENSG00000188389,2,PDCD1
ENSG00000124191,20,TOX2
ENSG00000147588,8,PMP2
ENSG00000130307,19,USHBP1
ENSG00000239463,HSCHR6_MHC_MCF,HLA-DMA
ENSG00000268942,5,CKS1B
ENSG00000221883,3,ARIH2OS
ENSG00000205784,19,ARRDC5
ENSG00000172939,3,OXSR1
ENSG00000174292,17,TNK1
ENSG00000165323,11,FAT3
ENSG00000186105,5,LRRC70
ENSG00000148187,9,MRRF
ENSG00000189295,22,ANKRD62P1-PARP4P3
ENSG00000141570,17,CBX8
ENSG00000221866,7,PLXNA4
ENSG00000179051,1,RCC2
